"Original_molecule_SMILES"	"CID"	"CSID"	"Structure_ID"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"4729"	"NC1=NC2=CC=C(OC(F)(F)F)C=C2S1"	5070	"4892"	6815	"MIPE"	"NCGC00015882-09"	NA	"CAS:1744-22-5"	"Mechanism: Glutamate Release Inhibitor, K(V)4.3 Channel Blocker/Sodium Channel Blockers"	"Source: Selleck/S1614"
"4730"	"NC1=NC2=CC=C(OC(F)(F)F)C=C2S1"	5070	"4892"	6815	"Spectrum"	"01505348"	NA	"CAS: 1744-22-5 Source: synthetic Status: USAN, INN, BAN Literature: Neurosci Lett140:225 (1992); Anesthesiology 76:844 (1992); Fundam Clin Pharmacol 6:177 (1992) Therapeutic area: anticonvulsant, glutamate release inhibitor, anti-ALS"	NA	NA
"4731"	"CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCCC2=N1"	5073	"4895"	5637	"MIPE"	"NCGC00015883-08"	NA	"CAS:106266-06-2"	"Mechanism: Dopamine D2 Antagonist, 5-HT2A Antagonist"	"Source: Selleck/S1615"
"4732"	"C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1"	688570	"599993"	4381	"MIPE"	"NCGC00015887-05"	NA	"CAS:23239-51-2"	"Mechanism: beta2-Adrenoceptor Agonists"	"Source: Selleck/S2533"
"4733"	"Cl.CN1C=CC2=C1C=C1CCN(C(=O)NC3=CN=CC=C3)C1=C2"	11957707	"10131955"	6031	"MIPE"	"NCGC00015917-07"	NA	"CAS:158942-04-2"	"Mechanism: 5-HT1A Receptor Partial Agonist, 5-HT2B/C Antagonist"	"Source: Tocris/Cat. No. 1661"
"4734"	"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1"	5253	"5063"	878	"MIPE"	"NCGC00015919-04"	NA	"CAS:959-24-0"	"Mechanism: beta-Adrenoceptor Antagonists, Potassium Channel Blocker"	"Source: Selleck/s2509"
"4735"	"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1"	5253	"5063"	878	"NIHCC"	"SAM001246725"	"GPHR-00000960"	NA	NA	NA
"4736"	"OC1=CC=C(NC2=C(C(=O)NC2=O)C2=CC=CC=C2[N+]([O-])=O)C=C1Cl"	4210951	NA	7627	"MIPE"	"NCGC00015950-07"	NA	"CAS:264218-23-7"	"Mechanism: GSK-3 inhibitor"	"Source: Selleck/S2729"
"4737"	"OC(=O)C1CCCN(CCC=C(C2=CC=CC=C2)C2=CC=CC=C2)C1"	92409	"83429"	8106	"MIPE"	"NCGC00015977-02"	NA	"CAS:85375-15-1
85375-85-5 (free base)"	"Mechanism: GAT-1 Inhibitor"	"Source: Selleck/S1589"
"4738"	"COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3)=C2C=C1OC"	2051	"1968"	3697	"MIPE"	"NCGC00016017-07"	NA	"CAS:153436-53-4"	"Mechanism: EGFR (HER1; erbB1) inhibitor"	"Source: Selleck/S2728"
"4739"	"COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1"	5401	"5208"	3659	"MIPE"	"NCGC00016026-11"	NA	"CAS:63074-08-8 (anhydrous)
63590-64-7 (free base, anhydrous)"	"Mechanism: alpha1-Adrenoceptor Antagonists "	"Source: Selleck/S2059"
"4740"	"COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1"	5401	"5208"	3659	"NIHCC2"	"CPD000058309"	"CPD000058309
Terazosin
."	"Pubchem SID:104170187"	NA	NA
"4741"	"COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1OC"	2520	NA	3741	"MIPE"	"NCGC00016083-13"	NA	"CAS:52-53-9"	"Mechanism: Calcium Channel Blocker, Dopamine D2 Antagonist/L-Type Calcium Channel Blocker"	"Source: ACC Corp/API0004584"
"4742"	"COC1=CC=CC=C1N1CCN(CCN(C(=O)C2CCCCC2)C2=NC=CC=C2)CC1"	5684	"5482"	4180	"MIPE"	"NCGC00016092-03"	NA	"CAS:162760-96-5"	"Mechanism: 5-HT1A Receptor Antagonist"	"Source: Selleck/S2663"
"4743"	"NC(=N)NC(=N)N(CCCCCCN(C(=N)NC(N)=N)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1"	53785439	NA	6446	"MIPE"	"NCGC00016246-12"	NA	"CAS:55-56-1"	"Mechanism: MMP Inhibitor"	"Source: Sigma/282227"
"4744"	"NC1=CC=C(C=C1)S(=O)(=O)N([Ag])C1=NC=CC=N1"	441244	"21170534"	6667	"MIPE"	"NCGC00016305-10"	NA	"CAS:68-35-9"	"Mechanism: Antibiotic, Botulin Neurotoxin A Light Chain (BoNT/A LC) Inhibitor"	"Source: Selleck/S1770"
"4745"	"CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"	493570	"431981"	5313	"MIPE"	"NCGC00016332-03"	NA	"CAS:83-88-5"	"Mechanism: Vitamin"	"Source: Selleck/S2540"
"4746"	"CC1=CC(=O)OC2=CC(O)=CC=C12"	5280567	"4444190"	5190	"MIPE"	"NCGC00016345-09"	NA	"CAS:90-33-5"	"Mechanism: hyaluronic acid (HA) synthesis "	"Source: Selleck/S2256"
"4747"	"CC1=CC(=O)OC2=CC(O)=CC=C12"	5280567	"4444190"	5190	"Prestwick"	"Prestw-901"	"Hymecromone"	NA	NA	NA
"4748"	"NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O"	3038	"2930"	6537	"MIPE"	"NCGC00016371-05"	NA	"CAS:120-97-8"	"Mechanism: Carbonic Anhydrase Type Inhibitor"	"Source: Selleck/S2177"
"4749"	"NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O"	3038	"2930"	6537	"Prestwick"	"Prestw-809"	"Dichlorphenamide"	NA	NA	NA
"4750"	"COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1"	5323	"5132"	3499	"MIPE"	"NCGC00016375-10"	NA	"CAS:122-11-2"	"Mechanism: Antibiotic"	"Source: Selleck/S1962"
"4751"	"COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1"	5323	"5132"	3499	"Prestwick"	"Prestw-728"	"Sulfadimethoxine"	NA	NA	NA
"4752"	"COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1"	5323	"5132"	3499	"Spectrum"	"01501144"	NA	"CAS: 122-11-2 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: antibacterial"	NA	NA
"4753"	"N1C2=C(C=CC=C2)N=C1C1=CSC=N1"	5430	"5237"	8506	"MIPE"	"NCGC00016410-18"	NA	"CAS:148-79-8"	"Mechanism: antiparasitic agent"	"Source: Selleck/S1739"
"4754"	"N1C2=C(C=CC=C2)N=C1C1=CSC=N1"	5430	"5237"	8506	"Prestwick"	"Prestw-524"	"Tiabendazole"	NA	NA	NA
"4755"	"N1C2=C(C=CC=C2)N=C1C1=CSC=N1"	5430	"5237"	8506	"Spectrum"	"01500570"	NA	"CAS: 148-79-8 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: anthelmintic"	NA	NA
"4756"	"COC1=C2OC(=O)C=CC2=CC2=C1OC=C2"	4114	"3971"	3370	"MIPE"	"NCGC00016418-14"	NA	"CAS:298-81-7"	"Mechanism: Cytochrome P450 CYP1A2 Inhibitor, DNA Damaging"	"Source: Selleck/S1952"
"4757"	"COC1=C2OC(=O)C=CC2=CC2=C1OC=C2"	4114	"3971"	3370	"Prestwick"	"Prestw-479"	"Methoxy-8-psoralen"	NA	NA	NA
"4758"	"CC(C)C1=C(O)C(O)=C(C=O)C2=C1C=C(C)C(=C2O)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C"	3503	"3383"	897	"MIPE"	"NCGC00016423-14"	NA	"CAS:303-45-7"	"Mechanism: Bcl-xL inhibitor, Growth Factor Modulator/Lipid Peroxidation Inhibitor/Mcl-1 Inhibitor/11beta-Hydroxysteroid Dehydrogenase (11beta-HSD) Inhibitor"	"Source: Tocris/ Cat. No. 1964
Selleck/S2303"
"4759"	"OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	5281607	"4444926"	7555	"MIPE"	"NCGC00016456-12"	NA	"CAS:480-40-0"	"Mechanism: Antiinflammatory Drug, Breast Cancer-Resistant Protein (BCRP; ABCG2) Inhibitors 
Antioxidants
Apoptosis Inducers "	"Source: Selleck/S2281"
"4760"	"OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	5281607	"4444926"	7555	"Prestwick"	"Prestw-889"	"Chrysin"	NA	NA	NA
"4761"	"OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	5281607	"4444926"	7555	"Spectrum"	"01505144"	NA	"CAS: 480-40-0 Source: Ulnus sieboldiana, Flourensia resinosa, Oroxylum indicum, Pinus and Scutellaria spp. Status: undetermined activity Literature: J Chem Soc 1938:1320; Biochem J 59:58 (1955)"	NA	NA
"4762"	"O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12"	10235	"9818"	7153	"MIPE"	"NCGC00016463-02"	NA	"CAS:485-35-8"	"Mechanism: Nicotinic alpha3beta4 Partial Agonists"	"Source: Selleck/S2287"
"4763"	"O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12"	10235	"9818"	7153	"Prestwick"	"Prestw-624"	"Cytisine (-)"	NA	NA	NA
"4764"	"OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"	5280863	"4444395"	7233	"MIPE"	"NCGC00016480-09"	NA	"CAS:520-18-3"	"Mechanism: flavanoid, Cyclooxygenase-1 Inhibitors
Estrogen-Related Receptor alpha (ERRalpha, ERR1) Inverse Agonists
Estrogen-Related Receptor gamma (ERRgamma) Inverse Agonists
Jak3 Inhibitors
STAT-6 Inhibitors
Xanthine Oxidase Inhibitors "	"Source: Selleck/S2314"
"4765"	"C(NC1=C2N=CNC2=NC=N1)C1=CC=CO1"	3830	"3698"	97	"MIPE"	"NCGC00016488-03"	NA	"CAS:525-97-1"	"Mechanism: plant hormone"	"Source: Selleck/S2316"
"4766"	"COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC"	2353	NA	4059	"MIPE"	"NCGC00016526-11"	NA	"CAS:633-65-8"	"Mechanism: Protein Tyrosine Phosphatase (PTP) Inhibitors , AMP-Activated Protein Kinase (AMPK) Activators
Acetylcholinesterase Inhibitors
LDL-Receptor Up-Regulators"	"Source: Selleck/S2271"
"4767"	"[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2N)C(O)=O"	441328	"390087"	358	"MIPE"	"NCGC00016552-02"	NA	"CAS:957-68-6"	"Mechanism: Cephalosporin intermediate"	"Source: Selleck/S2530"
"4768"	"[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2N)C(O)=O"	441328	"390087"	358	"Prestwick"	"Prestw-424"	"Cephalosporanic acid, 7-amino"	NA	NA	NA
"4769"	"Cl.CN(C)C(=N)NC(N)=N"	14219	"13583"	2609	"MIPE"	"NCGC00016564-07"	NA	"CAS:1115-70-4"	"Mechanism: AMP-Activated Protein Kinase (AMPK) Activator"	"Source: Tocris/Cat. No. 2864
Selleck/S1950/S2483 (HCl)"
"4770"	"Cl.CN(C)C(=N)NC(N)=N"	14219	"13583"	2609	"Prestwick"	"Prestw-4"	"Metformin hydrochloride"	NA	NA	NA
"4771"	"Cl.CN(C)C(=N)NC(N)=N"	14219	"13583"	2609	"Spectrum"	"01505814"	NA	"CAS: 1115-70-4, 657-24-9(metformin) Source: synthetic; LA-6023 Status: USAN, JAN 
(metformin is INN, BAN) Therapeutic area: antidiabetic"	NA	NA
"4772"	"NC1=NC(=O)NC=C1F"	3366	"3249"	6744	"MIPE"	"NCGC00016599-05"	NA	"CAS:2022-85-7"	"Mechanism: Pyrimidine Antagonists"	"Source: Selleck/S1666"
"4773"	"NC1=NC(=O)NC=C1F"	3366	"3249"	6744	"Prestwick"	"Prestw-934"	"Flucytosine"	NA	NA	NA
"4774"	"NC1=NC(=O)NC=C1F"	3366	"3249"	6744	"Spectrum"	"01505429"	NA	"CAS: 2022-85-7 Source: synthetic; RO-2-9915 Status: USP, INN, BAN, JAN Therapeutic area: antifungal"	NA	NA
"4775"	"CN(C(=S)OC1=CC=C2C=CC=CC2=C1)C1=CC=CC(C)=C1"	5510	"5309"	2580	"MIPE"	"NCGC00016610-08"	NA	"CAS:2398-96-1"	"Mechanism: Fungal Squalene Monooxygenase Inhibitor"	"Source: Selleck/S2058"
"4776"	"NC(=N)NC(=N)N1CCOCC1"	71655	"64715"	6447	"MIPE"	"NCGC00016623-06"	NA	"CAS:3160-91-6"	"Mechanism: antiinfluenza drug"	"Source: Selleck/S2486"
"4777"	"CC1=CC(=O)OC2=C(C)C3=C(C=CO3)C=C12"	159766	"140473"	5186	"MIPE"	"NCGC00016643-10"	NA	"CAS:3902-71-4"	"Mechanism: phototherapy treatment of skin disorders"	"Source: Selleck/S2022"
"4778"	"Cl[H].CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=NC=CC=C1"	25294	"23627"	4781	"MIPE"	"NCGC00016672-04"	NA	"CAS:6170-42-9"	"Mechanism: Histamine H1 Receptor Antagonists, Focal Adhesion Kinase (FAK) Inhibitors "	"Source: AlfaAesar/J60350"
"4779"	"CCCCC1=CC2=C(NC(NC(=O)OC)=N2)C=C1"	26596	"24775"	1739	"MIPE"	"NCGC00016706-05"	NA	"CAS:14255-87-9"	"Mechanism: Tubulin depolymerization inhibitor"	NA
"4780"	"CCCCC1=CC2=C(NC(NC(=O)OC)=N2)C=C1"	26596	"24775"	1738	"Prestwick"	"Prestw-1110"	"Parbendazole"	NA	NA	NA
"4781"	"CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C"	4912	"4743"	641	"MIPE"	"NCGC00016777-07"	NA	"CAS:23288-49-5"	"Mechanism: ABCA Modulator?, anti-hyperlipidimic"	"Source: Selleck/S2119"
"4782"	"CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C"	4912	"4743"	641	"Prestwick"	"Prestw-384"	"Probucol"	NA	NA	NA
"4783"	"CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C"	4912	"4743"	641	"Spectrum"	"01501109"	NA	"CAS: 23288-49-5 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: antihyperlipidemic"	NA	NA
"4784"	"COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(/C)CCC(O)=O"	4272	"584320"	3333	"MIPE"	"NCGC00016786-14"	NA	"CAS:24280-93-1"	"Mechanism: Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors "	"Source: Selleck/S2487"
"4785"	"COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(/C)CCC(O)=O"	4272	"584320"	3333	"Prestwick"	"Prestw-556"	"Mycophenolic acid"	NA	NA	NA
"4786"	"COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(/C)CCC(O)=O"	4272	"584320"	3333	"Spectrum"	"01500674"	NA	"CAS: 24280-93-1 Source: Penicillium brevicompactum and other Penicillium spp Status: USAN, INN, BAN Therapeutic area: antineoplastic"	NA	NA
"4787"	"COC1=C(C)C2=C(C(=O)OC2)C(O)=C1CC=C(/C)CCC(O)=O"	4272	"584320"	3333	"Tocris"	"1505"	"Mycophenolic acid"	"CAS: 24280-93-1"	"Immunosuppressant"	NA
"4788"	"CC1=CC=C(C)C(OCCCC(C)(C)C(O)=O)=C1"	3463	"3345"	5320	"MIPE"	"NCGC00016794-14"	NA	"CAS:25812-30-0"	"Mechanism: PPARalpha agonist"	"Source: Selleck/S1729"
"4789"	"CC1=CC=C(C)C(OCCCC(C)(C)C(O)=O)=C1"	3463	"3345"	5320	"NIHCC2"	"CPD000058393"	"CPD000058393
GEMFIBROZIL
25812-30-0"	"Pubchem SID:104170063"	NA	NA
"4790"	"CC1=CC=C(C)C(OCCCC(C)(C)C(O)=O)=C1"	3463	"3345"	5320	"Spectrum"	"01500313"	NA	"CAS: 25812-30-0 Source: synthetic Status: USP, INN, BAN Therapeutic area: antihyperlipoproteinemic"	NA	NA
"4791"	"[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C([O-])=O"	23663126	NA	1158	"MIPE"	"NCGC00016797-04"	NA	"CAS:34642-77-8"	"Mechanism: beta-lactam antibiotic"	"Source: Selleck/S2565/S3015"
"4792"	"COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CC=C1"	4030	"3890"	3070	"MIPE"	"NCGC00016806-12"	NA	"CAS:31431-39-7"	"Mechanism: Tubulin depolymerization inhibitor, Treatment of Helminthic Diseases "	NA
"4793"	"COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CC=C1"	4030	"3890"	3070	"NIHCC2"	"CPD000036734"	"CPD000036734
Mebendazole
31431-39-7"	"Pubchem SID:104170137"	NA	NA
"4794"	"COC(=O)NC1=NC2=C(N1)C=C(SC1=CC=CC=C1)C=C2"	3334	"3217"	3068	"MIPE"	"NCGC00016855-11"	NA	"CAS:43210-67-9"	"Mechanism: antiparasitic agent"	"Source: Selleck/S2468"
"4795"	"ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2"	5472	"5273"	5927	"MIPE"	"NCGC00016872-09"	NA	"CAS:53885-35-1"	"Mechanism: P2Y12 (P2T) Antagonists "	"Source: Selleck/S1984"
"4796"	"CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1"	41781	"38123"	779	"MIPE"	"NCGC00016879-07"	NA	"CAS:56211-40-6"	"Mechanism: Loop Diuretics"	"Source: Selleck/S1698"
"4797"	"CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1"	41781	"38123"	779	"Spectrum"	"01505211"	NA	"CAS: 56211-40-6 Source: synthetic Status: USP, INN, BAN Therapeutic area: diuretic, inhibits Na/K/2Cl carrier system"	NA	NA
"4798"	"CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CS2)S1(=O)=O"	54677971	"10442339"	2782	"MIPE"	"NCGC00016889-05"	NA	"CAS:59804-37-4"	"Mechanism: non-steroidal antiinflammatory, radical scavenger"	"Source: Selleck/S2512"
"4799"	"CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CS2)S1(=O)=O"	54677971	"10442339"	2782	"Prestwick"	"Prestw-527"	"Tenoxicam"	NA	NA	NA
"4800"	"CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CS2)S1(=O)=O"	54677971	"10442339"	2782	"Spectrum"	"01503142"	NA	"CAS: 59804-37-4 Source: synthetic Status: USAN, INN, BAN, JAN Therapeutic area: antiinflammatory"	NA	NA
"4801"	"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1"	3229	"3116"	2562	"MIPE"	"NCGC00016927-10"	NA	"CAS:74011-58-8"	"Mechanism: Quinoline Antibiotic"	"Source: Selleck/S1756"
"4802"	"CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O"	65981	"59377"	2176	"MIPE"	"NCGC00016978-05"	NA	"CAS:135062-02-1"	"Mechanism: Insulin Secretagogues , type II diabetes"	"Source: Selleck/S1426"
"4803"	"CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O"	65981	"59377"	2176	"NIHCC"	"SAM001246546"	"GPHR-00103988"	NA	NA	NA
"4804"	"CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O"	65981	"59377"	2176	"Prestwick"	"Prestw-1046"	"Repaglinide"	NA	NA	NA
"4805"	"CC1=CC(=O)N(O)C(=C1)C1CCCCC1"	2749	"2647"	5212	"MIPE"	"NCGC00017112-11"	NA	"CAS:29342-05-0"	"Mechanism: Antifungal Agent, Na+/K+ ATPase inhibitor"	"Source: Selleck/S2528"
"4806"	"[Na+].CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C([O-])=O)C2=CC=C(O)C=C2)C(=O)C1=O"	23663974	NA	1941	"MIPE"	"NCGC00017156-01"	NA	"CAS:62893-20-3
62893-19-0 (free acid)"	"Mechanism: Cephalosporin antibiotic"	"Source: Selleck/S1611"
"4807"	"OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	5281605	"4444924"	7525	"MIPE"	"NCGC00017236-08"	NA	"CAS:491-67-8"	"Mechanism: Cyp2C9 Inhibitor, prolyl endopeptidase inhibitor
12-Lipoxygenase Inhibitors
15-Lipoxygenase Inhibitors
AR Expression Inhibitors
Protein Tyrosine Phosphatase (PTP) Inhibitors
Reverse Transcriptase Inhibitors "	"Source: Selleck/S2268"
"4808"	"OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	5281605	"4444924"	7525	"Spectrum"	"01504002"	NA	"CAS: 491-67-8 Source: Scutellaria baicalensis Status: experimental Literature: Gazz Chim acta 49 (II): 47 (1919); Acta Phytochim 1: 109 (1923); Phytochemistry 10: 3298 (1971) Therapeutic area: antiviral (HIV)"	NA	NA
"4809"	"OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	5281605	"4444924"	7525	"Tocris"	"1761"	"Baicalein"	"CAS: 491-67-8"	"5- and 12-Lipoxygenase inhibitor"	NA
"4810"	"OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2"	5281855	"4445149"	7523	"MIPE"	"NCGC00017245-12"	NA	"CAS:476-66-4"	"Mechanism: Aldose Reductase Inhibitor, Glutathione Transferase Inhibitors
HCV NS3 NS4A Protease Inhibitors
HIV Integrase Inhibitors
Reverse Transcriptase Inhibitors
beta-Secretase 1 (BACE1) Inhibitors"	"Source: Selleck/S1327"
"4811"	"CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O"	3218	"3105"	1537	"MIPE"	"NCGC00017248-10"	NA	"CAS:550-24-3
60964-68-3 (olamine)
122485-09-0 (K salt)"	"Mechanism: X-Chromosome-Linked Inhibitor of Apoptosis Protein (XIAP) Inhibitors , HCV NS3 Protease Inhibitors"	"Source: AlfaAesar/J64074"
"4812"	"CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O"	3218	"3105"	1588	"Spectrum"	"01504074"	NA	"Source: Embelia spp. Status: experimental Literature: Helv Chim Acta 31: 2237 (1948); Indian J Physiol Pharmacol 21: 31 (1977) Therapeutic area: anthelmintic, oral contraceptive"	NA	NA
"4813"	"CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O"	3218	"3105"	1536	"Tocris"	"2156"	"Embelin"	"CAS: 550-24-3"	"Inhibitor of X-linked inhibitor of apoptosis (XIAP); cell-permeable and antitumour"	NA
"4814"	"COC1=CC=C2CN(C)CC[C@@]34CC[C@H](O)C[C@@H]3OC1=C24"	443723	"391833"	3996	"MIPE"	"NCGC00017256-08"	NA	"CAS:1953-04-4
357-70-0 (free base)"	"Mechanism: Acetylcholinesterase Inhibitors, Butyrylcholinesterase Inhibitors "	"Source: Selleck/S1339"
"4815"	"COC1=CC=C(C=C1)C1=COC2=CC(O)=CC=C2C1=O"	5280378	"4444070"	3866	"MIPE"	"NCGC00017269-06"	NA	"CAS:485-72-3"	"Mechanism: MAO Inhibitor"	"Source: Selleck/S2299"
"4816"	"COC1=CC=C(C=C1)C1=COC2=CC(O)=CC=C2C1=O"	5280378	"4444070"	3866	"Spectrum"	"00102007"	NA	"CAS: 485-72-3 Source: soyabean and clover species Status: experimental Literature: J Chem Soc 1933: 274 Therapeutic area: phytoestrogen"	NA	NA
"4817"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O"	6029	"5807"	7396	"MIPE"	"NCGC00017312-03"	NA	"CAS:58-96-8"	"Mechanism: Anti-anxiety drug, Bipolar Disorder, Treatment of
Neurodegenerative Diseases, Treatment of 
anti-epileptic"	"Source: Selleck/sS2029"
"4818"	"OC1=CC=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1"	5281614	"4444933"	7701	"MIPE"	"NCGC00017344-06"	NA	"CAS:528-48-3"	"Mechanism: Histone Deacetylase/SIRT1 Activator, Aldose Reductase Inhibitors
Aurora-B (ARK2) Kinase Inhibitors
Extracellular-regulated Kinase (ERK) Activators"	"Source: Selleck/S2298"
"4819"	"OC1=CC=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1"	5281614	"4444933"	7701	"NCI"	"GPHR-00102048"	NA	NA	NA	NA
"4820"	"OC1=CC=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1"	5281614	"4444933"	7701	"Spectrum"	"01502247"	NA	"CAS: 528-48-3 Source: Rhus and Acacia spp. Status: experimental Literature: Biochem J 77: 315 (1960) Therapeutic area: antioxidant"	NA	NA
"4821"	"[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2"	15541	"14785"	2938	"MIPE"	"NCGC00017354-06"	NA	"CAS:21736-83-4"	"Mechanism: Antibiotic"	"Source: Selleck/S2510"
"4822"	"[H][C@@]12COC3=CC(OC)=C(OC)C=C3[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C"	6758	"6500"	3626	"MIPE"	"NCGC00017358-14"	NA	"CAS:83-79-4"	"Mechanism: NADH-Ubiquinone Oxidoreductase (Complex I) Inhibitor, Non-Steroidal Antiinflammatory Drug"	"Source: Selleck/2348"
"4823"	"[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC1CC(=O)NC(=O)C1"	6197	"5962"	4569	"MIPE"	"NCGC00017363-10"	NA	"CAS:66-81-9"	"Mechanism: Glycogen Synthase Kinase 3 beta (GSK-3beta; tau Protein Kinase I) Inhibitor, tau Protein Kinase I Inhibitor"	"Source: Selleck/S2257 "
"4824"	"[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC1CC(=O)NC(=O)C1"	6197	"5962"	4569	"Prestwick"	"Prestw-790"	"Cycloheximide"	NA	NA	NA
"4825"	"[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC1CC(=O)NC(=O)C1"	6197	"5962"	4569	"Tocris"	"0970"	"Cycloheximide"	"CAS: 66-81-9"	"Inhibitor of protein synthesis"	NA
"4826"	"COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O"	5280373	"4444068"	3865	"MIPE"	"NCGC00017369-10"	NA	"CAS:491-80-5"	"Mechanism: flavanoid, Androgen Receptor Antagonists
PPARalpha Agonists
PPARgamma Agonists
Steroid 5alpha-Reductase Inhibitors "	"Source: Selleck/S2377"
